"hhnum","initintrvmon","startmon","initfinaldays","initialdate_flag","startdate_edit","startlag","matchconsenthh","nonmetro","region","rural","tsstrata","tspsu","hhwgt","targetgroup","resunitsize","hhsize","famsize","numguests","guestspay","hhsizechange","hhsizechild","hhsizemove","hhsizechangeoth","inchhavg_r","inchhavg_flag","pctpovguidehh_r","povguide_hh","povthresh_hh","inchhimp1_r","inchhimp2_r","inchhimp3_r","inchhimp4_r","inchhimp5_r","inchhreported_r","incfamavg_r","povguide_fam","povthresh_fam","incfamreported_r","incworksheet","selfemployhh","selfemployfoodhh","jobchangeany","jobchangecat","earnlessnum_r","earnmorenum_r","earnsamenum","housingown","housingpub","housingsub","liqassets","anyvehicle","vehiclenum","caraccess","largeexp","exprentmrtg_r","exphomeins_r","expproptax_r","exppubtrans_r","expelectric_r","expheatfuel_r","expwastedisp_r","exphealthins_r","expcopay_r","expdoctor_r","exprx_r","expchildcare_r","expchildsupport_r","expadultcare_r","snapnowhh","snapnowreport","snapnowadmin","snapever","snap12mos","snaplastamt_r","snapusualamt","snapdays_initial","snapdays1","snapdays2","snapdays3","snapdays4","snapdays5","snapdays6","snapdays7","snapdays_final","snapdays_initial_u","snapdays1_u","snapdays2_u","snapdays3_u","snapdays4_u","snapdays5_u","snapdays6_u","snapdays7_u","snapdays_final_u","usdafoods","schservebrkfst","wiccategelig","anypregnant","wichh","mealdelivery","mealfacility","adltfsraw","adltfscat","foodsufficient","foodsecureq1","foodsecureq2","foodsecureq3","foodsecureq4","foodsecureq5","foodsecureq6","foodsecureq7","foodsecureq8","foodsecureq9","foodsecureq10","grocerylistfreq","primstoreplaceid","primstoresnaptype","primstoretype","primstoreedit_type","primstoreedit_filltype","primstoredist_s","primstoredist_d","primstoretime_d","primstoredist_w","primstoretime_w","primstoretravelmode","primstoretravelcost","primstoretraveltime","primstoreprices","primstoreproduce","primstoremeat","primstorequality","primstorevariety","primstorespecial","primstoreclose","primstoreloyalty","primstoreothreason","whynotsupermkt1","whynotsupermkt2","whynotsupermkt3","whynotsupermkt4","whynotsupermkt5","whynotsupermkt6","whynotsupermkt7","whynotsupermkt8","whynotsupermkt9","whynotsupermktoth","altstoreplaceid","altstoresnaptype","altstoretype","altstoreedit_type","altstoreedit_filltype","altstorereason","altstoredist_s","altstoredist_d","altstoretime_d","altstoredist_w","altstoretime_w","evershopother","foodstorenum","shopconv","shopbigbox","shopclub","shopdollar","shopbakery","shopmeatfish","shopvegstand","shopanyother","shopothnone","foodpantry","gardenown","gardenelse","farmersmarket","huntfish","dietstatuspr","dietstatushh","healthycost","healthytime","healthytastepr","healthytastehh","eathealthyhh","myplate","myplatefollow","mypyramid","foodpyramid","mypyramidsearch","mypyramidfollow","fruitsveg","nutritionfacts","nutritioneduc","nutritionsearch","anyvegetarian","anylactoseintol","anyfoodallergy","allergywheat","allergymilk","allergyegg","allergyfish","allergyshellfish","allergycorn","allergypeanut","allergyothnut","allergysoy","allergyoth","anydieting","anytobacco","anyillness","fincondition","billrevfreq","billsontimefreq","payaboveminfreq","billpayprob6mos","evicted6mos","utilnotpaid6mos","cashadv6mos","paydayloan6mos","ndinnersouthh","nmealshome","nmealstogether","mealguestany","mealguest_flag","mealguestdays","mealguestdays_flag","mealguestsun","mealguestmon","mealguesttue","mealguestwed","mealguestthu","mealguestfri","mealguestsat","nguestbrkfstsun_r","nguestbrkfstmon_r","nguestbrkfsttue_r","nguestbrkfstwed_r","nguestbrkfstthu_r","nguestbrkfstfri_r","nguestbrkfstsat_r","nguestlunchsun_r","nguestlunchmon_r","nguestlunchtue_r","nguestlunchwed_r","nguestlunchthu_r","nguestlunchfri_r","nguestlunchsat_r","nguestdinnersun_r","nguestdinnermon_r","nguestdinnertue_r","nguestdinnerwed_r","nguestdinnerthu_r","nguestdinnerfri_r","nguestdinnersat_r","nguestsnacksun_r","nguestsnackmon_r","nguestsnacktue_r","nguestsnackwed_r","nguestsnackthu_r","nguestsnackfri_r","nguestsnacksat_r","units12","units34","elig_units1","elig_units2","elig_units3","elig_units4","benest1_hh","benest2_hh","benest3_hh","benest4_hh","feedback1","feedback2","feedback3","feedback4_1","feedback4_2","feedback4_3","feedback4_4","feedback4_5","feedback4_6","feedback4_7","feedback4_8"
107754,6,6,10,0,0,1,1,0,2,1,5,25,24608.7763348331,1,2,2,2,0,0,0,-996,-996,-996,1094,0,86.7680105750165,1260.83333333333,1156.5,1094,1094,1094,1094,1094,1094,1094,1260.83333333333,1156.5,1094,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,1,-996,0,160,36.67,0,0,70,50,76,200,0,350,8,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,1,1,0,1,2,3,3,3,-996,-996,-996,-996,-996,-996,-996,3,1033672,"SS",121,,,1.143,1.68,5.68,-996,-996,1,-996,10,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1002969,"SS",121,,,5,12.721,13.547,19.78,-996,-996,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,1,0,-996,1,-996,0,-996,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,6,1,0,0,0,0,1,6,11,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,340,340,340,340,1,3,3,0,0,0,0,0,0,0,1
107755,10,10,8,0,0,1,1,0,2,1,5,25,31086.6178204654,3,1,1,1,0,0,1,0,1,0,1963.5928418098,1,210.949991958081,930.833333333333,917.583333333333,1963.43992435386,1961.84985810532,1968.58436444927,1961.09074367652,1962.99931846405,1960,1963.5928418098,930.833333333333,917.583333333333,1960,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,0,-996,-996,1,350,0,0,0,169,0,3,69,150,0,40,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,1110400,"SM",122,,,1.031,1.539,4.4,-996,-996,1,-996,10,1,1,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,-996,0,0,0,-996,1,0,-996,0,0,-996,-996,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,6,1,0,0,0,0,-996,7,-996,1,0,7,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,4,2,5,1,1,1,0,1,0,84,0,84,0,1,1,1,0,0,0,0,0,0,0,1
107757,5,5,8,0,0,1,1,0,1,0,10,26,49688.4484075658,3,5,5,5,0,0,0,-996,-996,-996,5398.13709549704,1,239.828378918788,2250.83333333333,2283.33333333333,4623.81142365504,4621.12698918473,4658.81022669601,8457.9185574792,4629.01828047024,0,5398.13709549704,2250.83333333333,2283.33333333333,0,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,-998,1,3,-996,0,-998,-998,-998,200,468,350,0,-997,-997,-997,-997,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,2,1008074,"SM",122,,,1.246,1.645,6.55,-996,-996,1,-996,10,1,0,0,1,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1170464,"CO",102,0,0,9,1.689,2.845,8.43,-996,-996,0,-996,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,-996,1,-996,0,-996,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,-996,-996,-996,-996,-996,0,3,2,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,793,793,793,793,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
107766,10,10,7,0,0,1,1,0,1,1,9,15,12973.5478750025,2,1,1,1,0,0,0,-996,-996,-996,1400,0,150.402864816473,930.833333333333,995.416666666667,1400,1400,1400,1400,1400,1400,1400,930.833333333333,995.416666666667,1400,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,0,-996,0,1,0,58.33,79.17,100,150,250,0,300,500,0,445,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,2,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1001813,"LG",111,,,0.221,0.304,1.18,0.304,5.95,4,-996,10,0,0,0,0,0,0,1,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1056996,"SM",122,,,5,4.84,6.652,10.38,-996,-996,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,-996,0,0,0,-996,0,1,0,1,-996,0,-996,-997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,6,0,0,0,0,0,-996,5,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,200,200,200,200,1,6,1,0,0,0,0,1,0,0,0
107769,12,12,15,0,0,1,1,1,3,1,15,14,3979.42251944105,4,1,1,1,0,0,0,-996,-996,-996,698,0,74.9865711727842,930.833333333333,995.416666666667,698,698,698,698,698,698,698,930.833333333333,995.416666666667,698,1,0,-996,0,-996,-996,-996,-996,1,1,-996,1,0,-996,-996,0,130,0,0,0,109.27,0,0,0,3,0,100,0,0,0,1,1,1,-996,-996,3,1,28,29,0,1,2,3,4,5,13,28,29,30,31,32,33,34,35,43,0,-996,0,-996,-996,1,1,2,2,2,3,2,2,0,-996,0,0,0,-996,-996,2,1076160,"SM",122,,,1.279,1.581,4.42,-996,-996,3,-996,10,0,0,1,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1081879,"SS",121,,,9,1.421,1.936,7.43,-996,-996,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4,-996,1,0,0,-996,0,0,-996,0,1,-996,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,5,6,0,0,0,0,0,-996,1,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,93,93,93,93,4,2,2,0,0,0,0,0,0,0,1
107770,10,10,14,0,0,1,1,0,4,0,19,28,2761.03545371257,4,5,5,5,0,0,0,-996,-996,-996,3542.938,0,157.405612736024,2250.83333333333,2283.33333333333,3542.938,3542.938,3542.938,3542.938,3542.938,3542.938,3542.938,2250.83333333333,2283.33333333333,3542.938,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,0,610,0,0,0,79,22,0,0,0,0,0,0,0,0,1,1,1,-996,-996,13,1,9,10,11,12,13,14,15,16,23,9,10,11,12,13,14,15,16,23,0,1,1,0,1,0,0,1,2,2,2,3,3,0,-996,0,0,0,-996,-996,3,1174402,,102,,,14.447,19.045,24.62,-996,-996,1,-996,25,1,1,1,1,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1087716,"CS",103,,,7,0.991,1.086,2.93,1.086,21.37,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,-996,1,-996,0,-996,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,0,0,0,0,2,7,7,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,0,1,0,240,0,240,0,1,3,4,0,1,1,1,0,0,0,0
107783,5,5,9,0,0,1,1,0,2,0,2,56,26776.3896948355,4,6,6,6,0,0,0,-996,-996,-996,1352,0,52.3861801743623,2580.83333333333,2691.5,1352,1352,1352,1352,1352,1352,1352,2580.83333333333,2691.5,1352,1,0,-996,1,1,0,1,0,1,1,-996,1,1,3,-996,0,650,0,0,0,175,175,15,0,4,0,0,0,0,0,1,1,1,-996,-996,14,1,28,29,30,0,1,2,3,4,6,28,29,30,31,32,33,34,35,37,0,1,1,0,-996,0,0,2,2,2,1,2,3,0,-996,0,0,0,-996,-996,5,1039809,"SM",122,,,0.498,0.698,3.1,0.551,11.57,1,-996,5,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1024659,"SS",121,,,9,2.44,3.013,6.65,-996,-996,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,-996,1,-996,0,-996,2,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,4,1,4,6,0,1,1,0,0,0,0,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,759,759,759,759,1,1,2,0,0,0,0,0,0,0,1
107785,7,7,8,0,0,1,1,0,2,0,7,12,3232.26783581637,3,2,2,1,0,0,0,-996,-996,-996,2580,0,204.626569729015,1260.83333333333,1281.16666666667,2580,2580,2580,2580,2580,2580,280,930.833333333333,995.416666666667,280,1,1,0,0,-996,-996,-996,-996,2,-996,-996,1,1,1,-996,0,1000,80,0,0,145,95,0,0,50,100,60,0,0,0,0,0,2,1,1,6,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,6,4,3,1,1,2,1,3,1,0,0,0,-996,5,1031046,"SS",121,,,0.234,0.47,2.18,0.47,8.73,1,-996,3,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1136060,"CO",102,,,5,0.863,1.741,5.7,1.527,31.1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,1,0,-996,1,-996,0,-996,1,3,0,1,0,-997,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,5,4,1,1,0,1,0,1,1,7,14,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
107786,12,12,8,0,0,1,1,1,3,1,15,42,107930.406594001,3,2,2,2,0,0,0,-996,-996,-996,4892,0,387.997356245869,1260.83333333333,1156.5,4892,4892,4892,4892,4892,4892,4892,1260.83333333333,1156.5,4892,0,1,0,0,-996,-996,-996,-996,3,0,0,3,1,2,-996,0,-996,150,0,0,140,0,19,250,20,0,445,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,1,2,2,2,3,3,0,-996,0,0,0,-996,-996,5,1174160,"SM",122,,,18.417,25.546,35.88,-996,-996,1,-996,35,1,1,0,1,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1163237,"SM",122,,,7,4.579,6.9,12.57,-996,-996,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,-996,0,1,-996,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,0,0,0,0,7,12,1,0,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,16,16,16,16,1,2,2,0,0,0,0,0,0,0,1
107789,12,12,8,0,0,1,1,0,3,0,15,14,19216.4694306406,1,1,1,1,0,0,0,-996,-996,-996,837,0,89.9194270367055,930.833333333333,995.416666666667,837,837,837,837,837,837,837,930.833333333333,995.416666666667,837,1,0,-996,0,-996,-996,-996,-996,1,-997,-996,1,1,1,-996,0,475,0,0,0,87,0,0,0,0,0,120,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,1,2,2,3,3,2,0,-996,0,0,0,-996,-996,4,1112388,"SM",122,,,1.164,1.511,4.35,-996,-996,1,-996,8,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1067851,"SS",121,,,1,0.424,0.567,2.1,0.567,11.72,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4,-996,1,0,0,-996,0,0,-996,0,0,-996,-996,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,1,0,0,0,0,0,-996,1,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,141,141,141,141,1,1,1,0,0,0,0,0,0,0,1
107793,8,8,8,0,0,1,1,0,2,1,4,9,12421.422346894,3,5,5,5,0,0,0,-996,-996,-996,4200,0,186.59755646057,2250.83333333333,2283.33333333333,4199.99999999999,4199.99999999999,4199.99999999999,4199.99999999999,4199.99999999999,4200,4200,2250.83333333333,2283.33333333333,4200,0,1,0,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,935,0,0,0,284,35,18,0,0,0,0,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,1,0,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1067753,"SS",121,,,2.661,3.74,7.82,-996,-996,1,-996,5,1,0,0,1,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1075602,"CO",102,,,3,3.101,4.753,9.18,-996,-996,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,1,1,-996,0,-996,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,0,0,0,0,7,21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,241,0,241,0,1,3,2,0,0,0,0,0,0,0,1
107794,12,12,9,0,0,1,1,0,4,0,1,1,3817.90911945712,1,5,5,5,0,0,0,-996,-996,-996,1700,0,75.5275823768974,2250.83333333333,2414.5,1700,1700,1700,1700,1700,1700,1700,2250.83333333333,2414.5,1700,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,0,-996,-996,0,1200,41.67,-997,0,63,36,75,0,60,0,115,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,2,2,2,2,3,2,0,-996,0,0,0,-996,-996,2,1056890,"SS",121,0,0,1.098,1.248,4.33,-996,-996,1,-996,10,1,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1136978,"SM",122,,,4,1.716,2.183,7.12,-996,-996,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,-996,1,-996,0,-996,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,3,5,3,3,1,0,0,0,0,0,4,3,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,656,656,656,656,,4,4,0,0,0,0,0,0,1,0
107795,10,10,10,0,0,1,1,0,2,0,3,54,23664.7467496415,3,9,9,9,0,0,0,-996,-996,-996,8000,0,224.037339556593,3570.83333333333,3847.08333333333,8000,8000,8000,8000,8000,8000,8000,3570.83333333333,3847.08333333333,8000,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,600,50,222.83,0,202,57,60,433.33,0,200,130,200,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,0,1,0,0,0,0,1,2,1,2,3,3,0,-996,0,0,0,-996,-996,4,1158977,"SS",121,,,0.357,0.583,3.75,0.483,9.6,1,-996,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,121,0,1,1,,,,,,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,-996,0,1,-996,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,4,3,1,0,0,0,0,0,7,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,1
107798,10,10,52,0,0,1,1,0,2,0,4,9,4228.01327107181,4,3,3,3,0,0,0,-996,-996,-996,1190,0,74.8035620743845,1590.83333333333,1541.5,1190,1190,1190,1190,1190,1190,1190,1590.83333333333,1541.5,1190,0,0,-996,1,1,0,0,1,1,0,0,1,0,-996,-996,1,605,0,0,12,360,0,0,0,0,270,30,0,0,0,1,1,0,-996,-996,9,1,6,7,8,9,10,11,12,13,27,6,7,8,9,10,11,12,13,58,0,1,1,0,-996,0,0,7,4,3,2,1,3,1,7,1,1,0,1,2,1,1167054,"SS",121,,,2.515,3.129,9.37,-996,-996,1,-996,15,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1094880,"SS",121,,,1,0.757,1.067,5.18,0.823,16.03,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,-996,0,0,-996,-996,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,4,4,3,6,1,0,1,0,0,2,4,5,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,504,422,504,422,5,4,4,0,0,0,0,0,0,0,1
107799,6,6,10,0,0,1,1,0,1,0,10,26,3756.75580871775,2,5,5,5,0,0,0,-996,-996,-996,3033.338,1,134.765109218808,2250.83333333333,2414.5,3033.338,3033.338,3033.338,3033.338,3033.338,3033.338,3033.338,2250.83333333333,2414.5,3033.338,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,0,-996,-996,0,850,0,0,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,2,2,1,2,2,3,0,-996,0,0,0,-996,-996,3,1078748,"SM",122,,,0.443,0.692,3.8,0.692,12.82,1,-996,5,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1114788,"CO",119,,,7,0.443,1.053,3.35,0.602,11.9,0,-996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,1,1,0,0,1,0,-996,1,-996,0,-996,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,-996,-996,-996,-996,-996,2,1,6,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,0,1,0,465,0,465,0,4,3,3,0,0,0,0,0,0,0,1
107802,11,11,8,0,0,1,1,0,1,0,25,39,1726.09534426342,4,6,6,6,0,0,0,-996,-996,-996,1670,0,64.7077817242493,2580.83333333333,2556.5,1670,1670,1670,1670,1670,1670,1670,2580.83333333333,2556.5,1670,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,0,-997,-997,0,150,300,0,0,0,0,5,0,0,0,1,1,1,-996,-996,17,1,2,3,4,5,6,7,8,9,10,2,3,4,5,6,7,8,9,10,0,1,1,0,1,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1096561,"SM",122,,,2.032,2.144,3.33,-996,-996,1,-996,10,1,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1079647,"SS",121,,,1,1.818,2.203,6.05,-996,-996,1,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,1,0,0,-996,0,1,-996,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,5,1,0,1,0,0,2,4,4,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,513,513,513,513,1,3,3,0,0,0,0,0,0,0,1
107810,9,10,17,0,1,10,1,0,3,1,18,38,27448.0627653208,4,6,6,6,0,0,1,0,1,0,3669.98496886895,1,142.201548680747,2580.83333333333,2637.25,5338.36059613091,2800,2932.76433848854,3178.76220569745,4100.03770402787,2800,3669.98496886895,2580.83333333333,2637.25,2800,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,2,-996,1,350,0,0,0,149,65,0,0,0,135,400,0,0,0,1,1,1,-996,-996,15,1,15,25,26,27,28,29,0,1,2,46,56,57,58,59,60,61,62,63,0,1,1,0,-996,0,0,3,3,2,1,2,1,0,-996,0,0,0,-996,-996,5,1090337,"SM",122,,,2.184,2.307,6.5,-996,-996,1,-996,10,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1077792,"SS",121,,,7,0.855,1.54,4.45,1.54,30.12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,0,0,0,-996,1,-996,0,-996,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,0,0,0,0,0,2,7,7,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,2,1,1,2,1,534,342,684,668,5,4,4,0,0,0,0,0,0,0,1
